"TIME","GEO","UNIT","NA_ITEM","Value"
"2012","Slovenia","Chain linked volumes, index 2010=100","Gross capital formation","80.8"
"2012","Slovenia","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2012","Slovenia","Current prices, million euro","Gross domestic product at market prices","36,076.1"
"2012","Slovenia","Current prices, million euro","Final consumption expenditure","27,805.8"
"2012","Slovenia","Current prices, million euro","Final consumption expenditure of NPISH","306.9"
"2012","Slovenia","Current prices, million euro","Gross capital formation","6,748.5"
"2012","Slovenia","Current prices, million euro","External balance of goods and services","1,521.7"
"2012","Slovenia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","35,513.8"
"2012","Slovenia","Chain linked volumes (2010), million euro","Final consumption expenditure","26,950.4"
"2012","Slovenia","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","302.9"
"2012","Slovenia","Chain linked volumes (2010), million euro","Gross capital formation","6,511.1"
"2012","Slovenia","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2012","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.5"
"2012","Slovakia","Chain linked volumes, index 2010=100","Final consumption expenditure","98.3"
"2012","Slovakia","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.5"
"2012","Slovakia","Chain linked volumes, index 2010=100","Gross capital formation","92.8"
"2012","Slovakia","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2012","Slovakia","Current prices, million euro","Gross domestic product at market prices","72,703.5"
"2012","Slovakia","Current prices, million euro","Final consumption expenditure","54,817.2"
"2012","Slovakia","Current prices, million euro","Final consumption expenditure of NPISH","725.2"
"2012","Slovakia","Current prices, million euro","Gross capital formation","15,220.8"
"2012","Slovakia","Current prices, million euro","External balance of goods and services","2,665.6"
"2012","Slovakia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","70,633.8"
"2012","Slovakia","Chain linked volumes (2010), million euro","Final consumption expenditure","51,443.0"
"2012","Slovakia","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","702.5"
"2012","Slovakia","Chain linked volumes (2010), million euro","Gross capital formation","15,055.3"
"2012","Slovakia","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2012","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.1"
"2012","Finland","Chain linked volumes, index 2010=100","Final consumption expenditure","102.4"
"2012","Finland","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","99.9"
"2012","Finland","Chain linked volumes, index 2010=100","Gross capital formation","104.1"
"2012","Finland","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2012","Finland","Current prices, million euro","Gross domestic product at market prices","199,793.0"
"2012","Finland","Current prices, million euro","Final consumption expenditure","157,790.0"
"2012","Finland","Current prices, million euro","Final consumption expenditure of NPISH","5,373.0"
"2012","Finland","Current prices, million euro","Gross capital formation","45,007.0"
"2012","Finland","Current prices, million euro","External balance of goods and services","-2,883.0"
"2012","Finland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","189,173.0"
"2012","Finland","Chain linked volumes (2010), million euro","Final consumption expenditure","147,682.0"
"2012","Finland","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","5,080.0"
"2012","Finland","Chain linked volumes (2010), million euro","Gross capital formation","42,134.0"
"2012","Finland","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2012","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.4"
"2012","Sweden","Chain linked volumes, index 2010=100","Final consumption expenditure","102.4"
"2012","Sweden","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","101.8"
"2012","Sweden","Chain linked volumes, index 2010=100","Gross capital formation","102.3"
"2012","Sweden","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2012","Sweden","Current prices, million euro","Gross domestic product at market prices","423,340.7"
"2012","Sweden","Current prices, million euro","Final consumption expenditure","306,745.0"
"2012","Sweden","Current prices, million euro","Final consumption expenditure of NPISH","6,234.4"
"2012","Sweden","Current prices, million euro","Gross capital formation","95,719.7"
"2012","Sweden","Current prices, million euro","External balance of goods and services","20,876.0"
"2012","Sweden","Chain linked volumes (2010), million euro","Gross domestic product at market prices","377,825.4"
"2012","Sweden","Chain linked volumes (2010), million euro","Final consumption expenditure","270,718.1"
"2012","Sweden","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","5,464.9"
"2012","Sweden","Chain linked volumes (2010), million euro","Gross capital formation","86,529.7"
"2012","Sweden","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2012","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.0"
"2012","United Kingdom","Chain linked volumes, index 2010=100","Final consumption expenditure","101.0"
"2012","United Kingdom","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","102.1"
"2012","United Kingdom","Chain linked volumes, index 2010=100","Gross capital formation","108.9"
"2012","United Kingdom","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2012","United Kingdom","Current prices, million euro","Gross domestic product at market prices","2,078,292.5"
"2012","United Kingdom","Current prices, million euro","Final consumption expenditure","1,791,951.9"
"2012","United Kingdom","Current prices, million euro","Final consumption expenditure of NPISH","66,180.8"
"2012","United Kingdom","Current prices, million euro","Gross capital formation","327,486.5"
"2012","United Kingdom","Current prices, million euro","External balance of goods and services","-41,145.9"
"2012","United Kingdom","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,896,122.6"
"2012","United Kingdom","Chain linked volumes (2010), million euro","Final consumption expenditure","1,617,544.8"
"2012","United Kingdom","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","61,011.6"
"2012","United Kingdom","Chain linked volumes (2010), million euro","Gross capital formation","314,324.5"
"2012","United Kingdom","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2012","Iceland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.3"
"2012","Iceland","Chain linked volumes, index 2010=100","Final consumption expenditure","102.4"
"2012","Iceland","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","98.0"
"2012","Iceland","Chain linked volumes, index 2010=100","Gross capital formation","117.5"
"2012","Iceland","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2012","Iceland","Current prices, million euro","Gross domestic product at market prices","11,122.3"
"2012","Iceland","Current prices, million euro","Final consumption expenditure","8,623.0"
"2012","Iceland","Current prices, million euro","Final consumption expenditure of NPISH","214.5"
"2012","Iceland","Current prices, million euro","Gross capital formation","1,781.3"
"2012","Iceland","Current prices, million euro","External balance of goods and services","660.8"
"2012","Iceland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","10,383.2"
"2012","Iceland","Chain linked volumes (2010), million euro","Final consumption expenditure","7,783.8"
"2012","Iceland","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","189.6"
"2012","Iceland","Chain linked volumes (2010), million euro","Gross capital formation","1,630.1"
"2012","Iceland","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2012","Liechtenstein","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"2012","Liechtenstein","Chain linked volumes, index 2010=100","Final consumption expenditure",":"
"2012","Liechtenstein","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH",":"
"2012","Liechtenstein","Chain linked volumes, index 2010=100","Gross capital formation",":"
"2012","Liechtenstein","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2012","Liechtenstein","Current prices, million euro","Gross domestic product at market prices",":"
"2012","Liechtenstein","Current prices, million euro","Final consumption expenditure",":"
"2012","Liechtenstein","Current prices, million euro","Final consumption expenditure of NPISH",":"
"2012","Liechtenstein","Current prices, million euro","Gross capital formation",":"
"2012","Liechtenstein","Current prices, million euro","External balance of goods and services",":"
"2012","Liechtenstein","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":"
"2012","Liechtenstein","Chain linked volumes (2010), million euro","Final consumption expenditure",":"
"2012","Liechtenstein","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH",":"
"2012","Liechtenstein","Chain linked volumes (2010), million euro","Gross capital formation",":"
"2012","Liechtenstein","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2012","Norway","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.7"
"2012","Norway","Chain linked volumes, index 2010=100","Final consumption expenditure","104.8"
"2012","Norway","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","106.1"
"2012","Norway","Chain linked volumes, index 2010=100","Gross capital formation","109.7"
"2012","Norway","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2012","Norway","Current prices, million euro","Gross domestic product at market prices","397,086.1"
"2012","Norway","Current prices, million euro","Final consumption expenditure","240,171.4"
"2012","Norway","Current prices, million euro","Final consumption expenditure of NPISH","7,401.6"
"2012","Norway","Current prices, million euro","Gross capital formation","105,164.2"
"2012","Norway","Current prices, million euro","External balance of goods and services","51,750.5"
"2012","Norway","Chain linked volumes (2010), million euro","Gross domestic product at market prices","336,097.7"
"2012","Norway","Chain linked volumes (2010), million euro","Final consumption expenditure","214,954.5"
"2012","Norway","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","6,471.2"
"2012","Norway","Chain linked volumes (2010), million euro","Gross capital formation","90,359.4"
"2012","Norway","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2012","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.7"
"2012","Switzerland","Chain linked volumes, index 2010=100","Final consumption expenditure","103.1"
"2012","Switzerland","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","102.6"
"2012","Switzerland","Chain linked volumes, index 2010=100","Gross capital formation","101.1"
"2012","Switzerland","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2012","Switzerland","Current prices, million euro","Gross domestic product at market prices","519,716.4"
"2012","Switzerland","Current prices, million euro","Final consumption expenditure","339,009.9"
"2012","Switzerland","Current prices, million euro","Final consumption expenditure of NPISH","8,479.8"
"2012","Switzerland","Current prices, million euro","Gross capital formation","126,734.6"
"2012","Switzerland","Current prices, million euro","External balance of goods and services","53,971.8"
"2012","Switzerland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","453,065.0"
"2012","Switzerland","Chain linked volumes (2010), million euro","Final consumption expenditure","297,753.5"
"2012","Switzerland","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","7,387.3"
"2012","Switzerland","Chain linked volumes (2010), million euro","Gross capital formation","106,382.9"
"2012","Switzerland","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2012","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"2012","Montenegro","Chain linked volumes, index 2010=100","Final consumption expenditure",":"
"2012","Montenegro","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH",":"
"2012","Montenegro","Chain linked volumes, index 2010=100","Gross capital formation",":"
"2012","Montenegro","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2012","Montenegro","Current prices, million euro","Gross domestic product at market prices","3,181.5"
"2012","Montenegro","Current prices, million euro","Final consumption expenditure","3,303.5"
"2012","Montenegro","Current prices, million euro","Final consumption expenditure of NPISH",":"
"2012","Montenegro","Current prices, million euro","Gross capital formation","654.9"
"2012","Montenegro","Current prices, million euro","External balance of goods and services","-777.0"
"2012","Montenegro","Chain linked volumes (2010), million euro","Gross domestic product at market prices","3,138.1"
"2012","Montenegro","Chain linked volumes (2010), million euro","Final consumption expenditure","3,176.1"
"2012","Montenegro","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH",":"
"2012","Montenegro","Chain linked volumes (2010), million euro","Gross capital formation","621.3"
"2012","Montenegro","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.9"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","Final consumption expenditure","97.3"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","102.7"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","Gross capital formation","129.9"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","7,584.8"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Final consumption expenditure","7,018.9"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Final consumption expenditure of NPISH","64.6"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross capital formation","2,194.0"
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","External balance of goods and services","-1,628.2"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7,241.4"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","Final consumption expenditure","6,489.9"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","60.2"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","Gross capital formation","2,259.9"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2012","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.0"
"2012","Albania","Chain linked volumes, index 2010=100","Final consumption expenditure","101.8"
"2012","Albania","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","101.1"
"2012","Albania","Chain linked volumes, index 2010=100","Gross capital formation","97.9"
"2012","Albania","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2012","Albania","Current prices, million euro","Gross domestic product at market prices","9,585.8"
"2012","Albania","Current prices, million euro","Final consumption expenditure","8,513.3"
"2012","Albania","Current prices, million euro","Final consumption expenditure of NPISH","48.0"
"2012","Albania","Current prices, million euro","Gross capital formation","2,715.5"
"2012","Albania","Current prices, million euro","External balance of goods and services","-1,786.3"
"2012","Albania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,356.4"
"2012","Albania","Chain linked volumes (2010), million euro","Final consumption expenditure","8,172.3"
"2012","Albania","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","46.7"
"2012","Albania","Chain linked volumes (2010), million euro","Gross capital formation","2,668.1"
"2012","Albania","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2012","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.4"
"2012","Serbia","Chain linked volumes, index 2010=100","Final consumption expenditure","99.7"
"2012","Serbia","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","108.6"
"2012","Serbia","Chain linked volumes, index 2010=100","Gross capital formation","117.4"
"2012","Serbia","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2012","Serbia","Current prices, million euro","Gross domestic product at market prices","31,683.1"
"2012","Serbia","Current prices, million euro","Final consumption expenditure","30,307.3"
"2012","Serbia","Current prices, million euro","Final consumption expenditure of NPISH","314.1"
"2012","Serbia","Current prices, million euro","Gross capital formation","6,656.8"
"2012","Serbia","Current prices, million euro","External balance of goods and services","-5,281.0"
"2012","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","29,877.0"
"2012","Serbia","Chain linked volumes (2010), million euro","Final consumption expenditure","28,638.6"
"2012","Serbia","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","288.3"
"2012","Serbia","Chain linked volumes (2010), million euro","Gross capital formation","6,455.9"
"2012","Serbia","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2012","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","116.4"
"2012","Turkey","Chain linked volumes, index 2010=100","Final consumption expenditure",":"
"2012","Turkey","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH",":"
"2012","Turkey","Chain linked volumes, index 2010=100","Gross capital formation",":"
"2012","Turkey","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2012","Turkey","Current prices, million euro","Gross domestic product at market prices","678,483.7"
"2012","Turkey","Current prices, million euro","Final consumption expenditure",":"
"2012","Turkey","Current prices, million euro","Final consumption expenditure of NPISH",":"
"2012","Turkey","Current prices, million euro","Gross capital formation",":"
"2012","Turkey","Current prices, million euro","External balance of goods and services",":"
"2012","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","676,519.5"
"2012","Turkey","Chain linked volumes (2010), million euro","Final consumption expenditure",":"
"2012","Turkey","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH",":"
"2012","Turkey","Chain linked volumes (2010), million euro","Gross capital formation",":"
"2012","Turkey","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2012","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.1"
"2012","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Final consumption expenditure",":"
"2012","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH",":"
"2012","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross capital formation",":"
"2012","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2012","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices",":"
"2012","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure",":"
"2012","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure of NPISH",":"
"2012","Bosnia and Herzegovina","Current prices, million euro","Gross capital formation",":"
"2012","Bosnia and Herzegovina","Current prices, million euro","External balance of goods and services",":"
"2012","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":"
"2012","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Final consumption expenditure",":"
"2012","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH",":"
"2012","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross capital formation",":"
"2012","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.3"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Final consumption expenditure","105.7"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","69.7"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross capital formation","94.0"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","5,058.8"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure","5,321.0"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure of NPISH","21.0"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross capital formation","1,466.0"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","External balance of goods and services","-1,726.0"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","4,723.7"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Final consumption expenditure","4,773.6"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","18.1"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross capital formation","1,364.6"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2013","European Union (28 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.5"
"2013","European Union (28 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure","99.6"
"2013","European Union (28 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","103.9"
"2013","European Union (28 countries)","Chain linked volumes, index 2010=100","Gross capital formation","98.0"
"2013","European Union (28 countries)","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2013","European Union (28 countries)","Current prices, million euro","Gross domestic product at market prices","13,577,274.5"
"2013","European Union (28 countries)","Current prices, million euro","Final consumption expenditure","10,604,343.3"
"2013","European Union (28 countries)","Current prices, million euro","Final consumption expenditure of NPISH","230,613.0"
"2013","European Union (28 countries)","Current prices, million euro","Gross capital formation","2,623,281.2"
"2013","European Union (28 countries)","Current prices, million euro","External balance of goods and services","349,649.9"
"2013","European Union (28 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,027,550.3"
"2013","European Union (28 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure","10,067,614.1"
"2013","European Union (28 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","216,662.2"
"2013","European Union (28 countries)","Chain linked volumes (2010), million euro","Gross capital formation","2,558,046.0"
"2013","European Union (28 countries)","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2013","European Union (15 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.3"
"2013","European Union (15 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure","99.5"
"2013","European Union (15 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","104.8"
"2013","European Union (15 countries)","Chain linked volumes, index 2010=100","Gross capital formation","98.0"
"2013","European Union (15 countries)","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2013","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","12,479,965.1"
"2013","European Union (15 countries)","Current prices, million euro","Final consumption expenditure","9,769,472.6"
"2013","European Union (15 countries)","Current prices, million euro","Final consumption expenditure of NPISH","221,063.6"
"2013","European Union (15 countries)","Current prices, million euro","Gross capital formation","2,389,764.3"
"2013","European Union (15 countries)","Current prices, million euro","External balance of goods and services","320,728.3"
"2013","European Union (15 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,960,630.6"
"2013","European Union (15 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure","9,265,542.3"
"2013","European Union (15 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","207,709.2"
"2013","European Union (15 countries)","Chain linked volumes (2010), million euro","Gross capital formation","2,329,086.7"
"2013","European Union (15 countries)","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.4"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Final consumption expenditure","98.6"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","106.9"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Gross capital formation","94.2"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","9,876,969.3"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Final consumption expenditure","7,610,055.8"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Final consumption expenditure of NPISH","148,186.7"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross capital formation","1,934,781.9"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","External balance of goods and services","332,131.5"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,539,436.0"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Final consumption expenditure","7,274,486.4"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","139,818.4"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Gross capital formation","1,876,371.3"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2013","Euro area (19 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.5"
"2013","Euro area (19 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure","98.6"
"2013","Euro area (19 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","107.3"
"2013","Euro area (19 countries)","Chain linked volumes, index 2010=100","Gross capital formation","94.3"
"2013","Euro area (19 countries)","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2013","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","9,934,802.9"
"2013","Euro area (19 countries)","Current prices, million euro","Final consumption expenditure","7,655,869.3"
"2013","Euro area (19 countries)","Current prices, million euro","Final consumption expenditure of NPISH","148,537.1"
"2013","Euro area (19 countries)","Current prices, million euro","Gross capital formation","1,947,175.2"
"2013","Euro area (19 countries)","Current prices, million euro","External balance of goods and services","331,758.4"
"2013","Euro area (19 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,591,799.5"
"2013","Euro area (19 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure","7,316,553.7"
"2013","Euro area (19 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","140,638.0"
"2013","Euro area (19 countries)","Chain linked volumes (2010), million euro","Gross capital formation","1,886,460.7"
"2013","Euro area (19 countries)","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2013","Euro area (12 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.4"
"2013","Euro area (12 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure","98.6"
"2013","Euro area (12 countries)","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","107.0"
"2013","Euro area (12 countries)","Chain linked volumes, index 2010=100","Gross capital formation","94.2"
"2013","Euro area (12 countries)","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2013","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","9,721,845.5"
"2013","Euro area (12 countries)","Current prices, million euro","Final consumption expenditure","7,492,984.3"
"2013","Euro area (12 countries)","Current prices, million euro","Final consumption expenditure of NPISH","146,581.9"
"2013","Euro area (12 countries)","Current prices, million euro","Gross capital formation","1,903,227.2"
"2013","Euro area (12 countries)","Current prices, million euro","External balance of goods and services","325,634.0"
"2013","Euro area (12 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,390,894.9"
"2013","Euro area (12 countries)","Chain linked volumes (2010), million euro","Final consumption expenditure","7,165,019.6"
